"SlNo","ProductDescription","AdmissionNo","LoanNo","Scheme","CropDescription","SanctionedDate","SanctionedAmount","LoanPeriod","DueDate","ROIPercentage","PenalROIPercentage","IODPercentage","OutstandingPrincipal","OutstandingInterest","PacsId","BranchId"
,"Normal KCC","436","242","Normal","Sugar Cane Plant","2023-06-19","45000","12","2024-06-18","12","0.01","12.01","45000","0","91150301037001",
,"Normal KCC","440","243","Normal","Sugar Cane Plant","2023-06-19","140000","12","2024-06-18","12","0.01","12.01","140000","0","91150301037001",
,"Normal KCC","442","244","Normal","Sugar Cane Plant","2023-06-19","125000","12","2024-06-18","12","0.01","12.01","125000","0","91150301037001",
,"Normal KCC","443","245","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","453","246","Normal","Sugar Cane Plant","2023-06-19","35000","12","2024-06-18","12","0.01","12.01","35000","0","91150301037001",
,"Normal KCC","460","247","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","467","248","Normal","Sugar Cane Plant","2023-06-19","35000","12","2024-06-18","12","0.01","12.01","35000","0","91150301037001",
,"Normal KCC","470","249","Normal","Sugar Cane Plant","2023-06-19","10000","12","2024-06-18","12","0.01","12.01","10000","0","91150301037001",
,"Normal KCC","244","250","Normal","Sugar Cane Plant","2023-06-19","60000","12","2024-06-18","12","0.01","12.01","60000","0","91150301037001",
,"Normal KCC","325","251","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","418","252","Normal","Sugar Cane Plant","2023-06-19","45000","12","2024-06-18","12","0.01","12.01","45000","0","91150301037001",
,"Normal KCC","488","253","Normal","Sugar Cane Plant","2023-06-19","75000","12","2024-06-18","12","0.01","12.01","75000","0","91150301037001",
,"Normal KCC","509","254","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","585","255","Normal","Sugar Cane Plant","2023-06-19","21000","12","2024-06-18","12","0.01","12.01","21000","0","91150301037001",
,"Normal KCC","667","256","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","686","257","Normal","Sugar Cane Plant","2023-06-19","60000","12","2024-06-18","12","0.01","12.01","60000","0","91150301037001",
,"Normal KCC","687","258","Normal","Sugar Cane Plant","2023-06-19","60000","12","2024-06-18","12","0.01","12.01","60000","0","91150301037001",
,"Normal KCC","688","259","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","689","260","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","690","261","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","691","262","Normal","Sugar Cane Plant","2023-06-19","21000","12","2024-06-18","12","0.01","12.01","21000","0","91150301037001",
,"Normal KCC","692","263","Normal","Sugar Cane Plant","2023-06-19","21000","12","2024-06-18","12","0.01","12.01","21000","0","91150301037001",
,"Normal KCC","694","264","Normal","Sugar Cane Plant","2023-06-19","38000","12","2024-06-18","12","0.01","12.01","38000","0","91150301037001",
,"Normal KCC","696","265","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","698","266","Normal","Sugar Cane Plant","2023-06-19","35000","12","2024-06-18","12","0.01","12.01","35000","0","91150301037001",
,"Normal KCC","700","267","Normal","Sugar Cane Plant","2023-06-19","5200","12","2024-06-18","12","0.01","12.01","5200","0","91150301037001",
,"Normal KCC","701","268","Normal","Sugar Cane Plant","2023-06-19","16000","12","2024-06-18","12","0.01","12.01","16000","0","91150301037001",
,"Normal KCC","702","269","Normal","Sugar Cane Plant","2023-06-19","16000","12","2024-06-18","12","0.01","12.01","16000","0","91150301037001",
,"Normal KCC","703","270","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","706","271","Normal","Sugar Cane Plant","2023-06-19","30000","12","2024-06-18","12","0.01","12.01","30000","0","91150301037001",
,"Normal KCC","707","272","Normal","Sugar Cane Plant","2023-06-19","30000","12","2024-06-18","12","0.01","12.01","30000","0","91150301037001",
,"Normal KCC","708","273","Normal","Sugar Cane Plant","2023-06-19","30000","12","2024-06-18","12","0.01","12.01","30000","0","91150301037001",
,"Normal KCC","709","274","Normal","Sugar Cane Plant","2023-06-19","15000","12","2024-06-18","12","0.01","12.01","15000","0","91150301037001",
,"Normal KCC","710","275","Normal","Sugar Cane Plant","2023-06-19","15000","12","2024-06-18","12","0.01","12.01","15000","0","91150301037001",
,"Normal KCC","711","276","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","714","277","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","716","278","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","719","279","Normal","Sugar Cane Plant","2023-06-19","16000","12","2024-06-18","12","0.01","12.01","16000","0","91150301037001",
,"Normal KCC","722","280","Normal","Sugar Cane Plant","2023-06-19","47000","12","2024-06-18","12","0.01","12.01","47000","0","91150301037001",
,"Normal KCC","723","281","Normal","Sugar Cane Plant","2023-06-19","75000","12","2024-06-18","12","0.01","12.01","75000","0","91150301037001",
,"Normal KCC","725","282","Normal","Sugar Cane Plant","2023-06-19","36000","12","2024-06-18","12","0.01","12.01","36000","0","91150301037001",
,"Normal KCC","726","283","Normal","Sugar Cane Plant","2023-06-19","43000","12","2024-06-18","12","0.01","12.01","43000","0","91150301037001",
,"Normal KCC","727","284","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","729","285","Normal","Sugar Cane Plant","2023-06-19","24000","12","2024-06-18","12","0.01","12.01","24000","0","91150301037001",
,"Normal KCC","730","286","Normal","Sugar Cane Plant","2023-06-19","55000","12","2024-06-18","12","0.01","12.01","55000","0","91150301037001",
,"Normal KCC","731","287","Normal","Sugar Cane Plant","2023-06-19","12000","12","2024-06-18","12","0.01","12.01","12000","0","91150301037001",
,"Normal KCC","732","288","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","739","289","Normal","Sugar Cane Plant","2023-06-19","26000","12","2024-06-18","12","0.01","12.01","26000","0","91150301037001",
,"Normal KCC","742","290","Normal","Sugar Cane Plant","2023-06-19","95000","12","2024-06-18","12","0.01","12.01","95000","0","91150301037001",
,"Normal KCC","471","292","Normal","Sugar Cane Plant","2023-06-19","65000","12","2024-06-18","12","0.01","12.01","65000","0","91150301037001",
,"Normal KCC","248","293","Normal","Sugar Cane Plant","2023-06-19","45000","12","2024-06-18","12","0.01","12.01","45000","0","91150301037001",
,"Normal KCC","261","294","Normal","Sugar Cane Plant","2023-06-19","35000","12","2024-06-18","12","0.01","12.01","35000","0","91150301037001",
,"Normal KCC","268","295","Normal","Sugar Cane Plant","2023-06-19","19000","12","2024-06-18","12","0.01","12.01","19000","0","91150301037001",
,"Normal KCC","280","296","Normal","Sugar Cane Plant","2023-06-19","23000","12","2024-06-18","12","0.01","12.01","23000","0","91150301037001",
,"Normal KCC","312","297","Normal","Sugar Cane Plant","2023-06-19","29000","12","2024-06-18","12","0.01","12.01","29000","0","91150301037001",
,"Normal KCC","513","298","Normal","Sugar Cane Plant","2023-06-19","29000","12","2024-06-18","12","0.01","12.01","29000","0","91150301037001",
,"Normal KCC","522","299","Normal","Sugar Cane Plant","2023-06-19","65000","12","2024-06-18","12","0.01","12.01","65000","0","91150301037001",
,"Normal KCC","576","300","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","627","301","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","693","302","Normal","Sugar Cane Plant","2023-06-19","23000","12","2024-06-18","12","0.01","12.01","23000","0","91150301037001",
,"Normal KCC","697","303","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","699","304","Normal","Sugar Cane Plant","2023-06-19","5200","12","2024-06-18","12","0.01","12.01","5200","0","91150301037001",
,"Normal KCC","705","305","Normal","Sugar Cane Plant","2023-06-19","29000","12","2024-06-18","12","0.01","12.01","29000","0","91150301037001",
,"Normal KCC","712","306","Normal","Sugar Cane Plant","2023-06-19","50000","12","2024-06-18","12","0.01","12.01","50000","0","91150301037001",
,"Normal KCC","715","307","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","717","308","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","721","309","Normal","Sugar Cane Plant","2023-06-19","13000","12","2024-06-18","12","0.01","12.01","13000","0","91150301037001",
,"Normal KCC","734","310","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
,"Normal KCC","735","311","Normal","Sugar Cane Plant","2023-06-19","78000","12","2024-06-18","12","0.01","12.01","78000","0","91150301037001",
,"Normal KCC","747","312","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","748","313","Normal","Sugar Cane Plant","2023-06-19","4300","12","2024-06-18","12","0.01","12.01","4300","0","91150301037001",
,"Normal KCC","753","314","Normal","Sugar Cane Plant","2023-06-19","11000","12","2024-06-18","12","0.01","12.01","11000","0","91150301037001",
,"Normal KCC","754","315","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","757","316","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","469","317","Normal","Sugar Cane Plant","2023-06-19","100000","12","2024-06-18","12","0.01","12.01","100000","0","91150301037001",
,"Normal KCC","15","1","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","21","2","Normal","Sugar Cane Plant","2023-06-19","230000","12","2024-06-18","12","0.01","12.01","230000","0","91150301037001",
,"Normal KCC","16","4","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","20","5","Normal","Sugar Cane Plant","2023-06-19","225000","12","2024-06-18","12","0.01","12.01","225000","0","91150301037001",
,"Normal KCC","3","6","Normal","Sugar Cane Plant","2023-06-19","290000","12","2024-06-18","12","0.01","12.01","290000","0","91150301037001",
,"Normal KCC","68","8","Normal","Sugar Cane Plant","2023-06-19","180000","12","2024-06-18","12","0.01","12.01","180000","0","91150301037001",
,"Normal KCC","19","9","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","22","10","Normal","Sugar Cane Plant","2023-06-19","190000","12","2024-06-18","12","0.01","12.01","190000","0","91150301037001",
,"Normal KCC","24","11","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","1","13","Normal","Sugar Cane Plant","2023-06-19","238000","12","2024-06-18","12","0.01","12.01","238000","0","91150301037001",
,"Normal KCC","123","14","Normal","Sugar Cane Plant","2023-06-19","200000","12","2024-06-18","12","0.01","12.01","200000","0","91150301037001",
,"Normal KCC","125","15","Normal","Sugar Cane Plant","2023-06-19","242000","12","2024-06-18","12","0.01","12.01","242000","0","91150301037001",
,"Normal KCC","127","17","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","129","19","Normal","Sugar Cane Plant","2023-06-19","200000","12","2024-06-18","12","0.01","12.01","200000","0","91150301037001",
,"Normal KCC","131","21","Normal","Sugar Cane Plant","2023-06-19","99000","12","2024-06-18","12","0.01","12.01","99000","0","91150301037001",
,"Normal KCC","133","23","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","114","24","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","100","25","Normal","Sugar Cane Plant","2023-06-19","240000","12","2024-06-18","12","0.01","12.01","240000","0","91150301037001",
,"Normal KCC","141","26","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","124","29","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","86","32","Normal","Sugar Cane Plant","2023-06-19","210000","12","2024-06-18","12","0.01","12.01","210000","0","91150301037001",
,"Normal KCC","189","33","Normal","Sugar Cane Plant","2023-06-19","300000","12","2024-06-18","12","0.01","12.01","300000","0","91150301037001",
,"Normal KCC","229","35","Normal","Sugar Cane Plant","2023-06-19","210000","12","2024-06-18","12","0.01","12.01","210000","0","91150301037001",
,"Normal KCC","193","37","Normal","Sugar Cane Plant","2023-06-19","170000","12","2024-06-18","12","0.01","12.01","170000","0","91150301037001",
,"Normal KCC","233","39","Normal","Sugar Cane Plant","2023-06-19","200000","12","2024-06-18","12","0.01","12.01","200000","0","91150301037001",
,"Normal KCC","239","40","Normal","Sugar Cane Plant","2023-06-19","140000","12","2024-06-18","12","0.01","12.01","140000","0","91150301037001",
,"Normal KCC","240","41","Normal","Sugar Cane Plant","2023-06-19","160000","12","2024-06-18","12","0.01","12.01","160000","0","91150301037001",
,"Normal KCC","472","44","Normal","Sugar Cane Plant","2023-06-19","130000","12","2024-06-18","12","0.01","12.01","130000","0","91150301037001",
,"Normal KCC","473","45","Normal","Sugar Cane Plant","2023-06-19","150000","12","2024-06-18","12","0.01","12.01","150000","0","91150301037001",
,"Normal KCC","474","46","Normal","Sugar Cane Plant","2023-06-19","180000","12","2024-06-18","12","0.01","12.01","180000","0","91150301037001",
,"Normal KCC","93","48","Normal","Sugar Cane Plant","2023-06-19","200000","12","2024-06-18","12","0.01","12.01","200000","0","91150301037001",
,"Normal KCC","116","49","Normal","Sugar Cane Plant","2023-06-19","120000","12","2024-06-18","12","0.01","12.01","120000","0","91150301037001",
,"Normal KCC","171","50","Normal","Sugar Cane Plant","2023-06-19","150000","12","2024-06-18","12","0.01","12.01","150000","0","91150301037001",
,"Normal KCC","172","51","Normal","Sugar Cane Plant","2023-06-19","150000","12","2024-06-18","12","0.01","12.01","150000","0","91150301037001",
,"Normal KCC","243","52","Normal","Sugar Cane Plant","2023-06-19","180000","12","2024-06-18","12","0.01","12.01","180000","0","91150301037001",
,"Normal KCC","713","53","Normal","Sugar Cane Plant","2023-06-19","70000","12","2024-06-18","12","0.01","12.01","70000","0","91150301037001",
,"Normal KCC","733","54","Normal","Sugar Cane Plant","2023-06-19","140000","12","2024-06-18","12","0.01","12.01","140000","0","91150301037001",
,"Normal KCC","232","55","Normal","Sugar Cane Plant","2023-06-19","200000","12","2024-06-18","12","0.01","12.01","200000","0","91150301037001",
,"Normal KCC","755","56","Normal","Sugar Cane Plant","2023-06-19","80000","12","2024-06-18","12","0.01","12.01","80000","0","91150301037001",
