"ProductDescription","AdmissionNo","LoanNo","TransactionDate","LedgerFolioNo","DisbursementAmount","OtherChargesDebitAmount","CollectedPrincipal","CollectedInterest","CollectedPenalInterest","CollectedIOD","CollectedOthers","BalancePrincipal","BalanceInterest","BalancePenalInterest","BalanceIOD","Charges","BranchId","PacsId"
"Normal KCC","1129","651","2023-07-03","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","959","652","2024-03-16","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1132","653","2024-02-09","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1039","654","2024-02-01","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2166","655","2023-07-21","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1155","656","2023-04-28","7","1,44,400.00 ","0","0","0","0","0","0","1,44,400.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","910","657","2023-06-13","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1140","658","2023-04-28","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1040","659","2023-09-15","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1158","661","2023-09-15","7","99,000.00 ","0","0","0","0","0","0","99,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1135","662","2024-01-18","7","1,08,000.00 ","0","0","0","0","0","0","1,08,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1111","663","2024-02-09","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1110","664","2024-02-09","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1095","666","2023-11-07","7","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1136","668","2024-03-30","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1116","669","2023-07-31","7","1,50,000.00 ","0","0","0","0","0","0","1,50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1104","671","2023-04-13","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1142","672","2023-10-11","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1141","675","2024-03-07","7","56,500.00 ","0","0","0","0","0","0","56,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1137","677","2023-07-31","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1101","680","2023-04-28","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1152","681","2024-03-07","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1153","682","2023-08-19","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1409","683","2023-07-21","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","950","685","2024-03-07","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1083","686","2024-01-18","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1213","688","2023-07-21","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1255","689","2024-03-16","7","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1245","693","2023-04-13","7","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1244","696","2024-01-18","8","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1225","697","2024-01-18","8","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1206","698","2023-04-13","8","75,000.00 ","0","0","0","0","0","0","75,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1176","699","2024-01-18","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1205","701","2024-01-18","8","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","29","702","2024-03-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1214","703","2023-04-28","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1239","707","2024-01-18","8","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1174","708","2024-02-16","8","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1251","710","2024-02-22","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1247","711","2023-08-19","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2481","712","2023-07-03","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1234","713","2023-12-22","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1236","715","2024-01-18","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1215","716","2023-06-23","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","942","718","2023-12-22","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1217","724","2024-01-18","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1237","729","2023-04-28","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1241","730","2024-02-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1211","731","2024-03-22","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1253","732","2023-04-13","8","1,35,000.00 ","0","0","0","0","0","0","1,35,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1361","733","2023-07-21","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1367","735","2024-02-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1334","737","2024-02-09","8","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1380","738","2023-07-21","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1337","739","2023-11-07","8","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1317","740","2024-02-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1311","743","2024-01-18","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1338","744","2023-07-03","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1370","745","2024-02-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1339","746","2023-08-19","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1186","747","2024-03-16","8","32,500.00 ","0","0","0","0","0","0","32,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1320","749","2023-04-28","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1374","750","2024-02-16","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1378","753","2024-02-09","8","1,10,000.00 ","0","0","0","0","0","0","1,10,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1302","756","2023-10-11","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1389","757","2024-03-07","8","86,000.00 ","0","0","0","0","0","0","86,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1336","761","2023-06-19","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1166","762","2023-06-19","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","998","763","2023-07-03","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1335","766","2023-04-13","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1350","767","2023-06-13","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1437","768","2024-03-07","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1252","769","2023-04-28","8","25,000.00 ","0","0","0","0","0","0","25,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1303","770","2023-05-31","8","54,000.00 ","0","0","0","0","0","0","54,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1223","771","2023-09-15","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1387","772","2023-04-13","8","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1398","773","2024-02-09","8","1,61,000.00 ","0","0","0","0","0","0","1,61,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1360","774","2023-07-31","8","52,600.00 ","0","0","0","0","0","0","52,600.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1390","775","2024-03-07","8","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1308","776","2024-03-16","8","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1376","778","2023-04-13","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1388","779","2023-06-23","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1377","780","2023-04-13","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1342","783","2024-02-09","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2476","784","2023-11-07","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1312","785","2023-06-19","8","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1364","786","2023-06-19","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1397","787","2023-06-13","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1325","788","2023-07-11","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1399","790","2023-10-11","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1341","791","2023-10-11","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1761","792","2024-01-18","8","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1401","793","2023-06-23","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1485","795","2023-10-11","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2535","796","2024-03-22","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1426","797","2023-06-13","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1446","798","2023-07-21","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1445","799","2023-07-21","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1470","804","2023-04-13","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1431","805","2023-06-13","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1460","809","2023-04-28","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1461","810","2023-09-15","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1411","812","2023-04-28","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1484","813","2023-06-13","9","52,000.00 ","0","0","0","0","0","0","52,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1169","814","2024-02-22","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1474","815","2020-05-27","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1450","818","2024-03-30","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1476","819","2024-03-07","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1477","820","2023-04-28","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1475","821","2023-04-28","9","27,000.00 ","0","0","0","0","0","0","27,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1468","822","2023-05-15","9","1,70,000.00 ","0","0","0","0","0","0","1,70,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","306","826","2023-06-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","900","827","2023-05-15","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1478","828","2023-05-31","9","75,000.00 ","0","0","0","0","0","0","75,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1102","832","2023-12-08","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1443","833","2023-06-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1483","834","2023-06-13","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","931","836","2023-10-18","9","54,000.00 ","0","0","0","0","0","0","54,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1274","837","2023-07-31","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1347","838","2024-03-16","9","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1463","840","2023-07-03","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1471","842","2023-08-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1459","843","2023-10-11","9","47,000.00 ","0","0","0","0","0","0","47,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1551","845","2023-05-15","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1087","846","2023-06-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1530","848","2024-02-16","9","55,000.00 ","0","0","0","0","0","0","55,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1501","849","2023-05-31","9","49,900.00 ","0","0","0","0","0","0","49,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","510","851","2023-07-21","9","40,000.00 ","0","0","0","0","0","0","40,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1503","852","2023-06-13","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1509","856","2023-06-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1575","857","2023-04-28","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1558","858","2023-04-13","9","1,00,000.00 ","0","0","0","0","0","0","1,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1512","859","2023-05-31","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1093","861","2023-04-28","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1569","862","2024-03-16","9","1,50,500.00 ","0","0","0","0","0","0","1,50,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2406","864","2023-06-13","9","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1504","865","2023-04-28","9","55,000.00 ","0","0","0","0","0","0","55,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","676","868","2023-04-13","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1549","869","2024-03-30","9","1,09,000.00 ","0","0","0","0","0","0","1,09,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1577","870","2023-04-28","9","59,000.00 ","0","0","0","0","0","0","59,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1572","871","2023-07-31","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1523","872","2023-07-03","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","687","873","2023-06-23","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1449","874","2023-07-31","9","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1519","875","2023-07-11","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1600","876","2023-10-11","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1571","877","2024-03-07","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1641","878","2024-02-01","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1238","881","2024-03-07","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1402","882","2024-02-22","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1595","883","2023-08-19","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1658","884","2023-09-15","9","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1694","885","2023-08-19","9","91,000.00 ","0","0","0","0","0","0","91,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1631","886","2023-04-28","9","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1649","887","2023-06-13","9","39,000.00 ","0","0","0","0","0","0","39,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1650","888","2023-08-19","9","40,500.00 ","0","0","0","0","0","0","40,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1652","889","2023-08-19","9","39,000.00 ","0","0","0","0","0","0","39,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1651","890","2023-08-19","10","40,500.00 ","0","0","0","0","0","0","40,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1610","891","2024-02-09","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1636","892","2024-02-16","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1676","895","2023-12-22","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1677","896","2023-12-22","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1632","897","2024-02-09","10","52,600.00 ","0","0","0","0","0","0","52,600.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","623","898","2024-02-09","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1900","899","2024-02-09","10","52,600.00 ","0","0","0","0","0","0","52,600.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1597","900","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1662","901","2023-08-19","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1656","906","2023-10-18","10","1,72,500.00 ","0","0","0","0","0","0","1,72,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1663","909","2024-02-22","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1516","910","2024-02-22","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1599","911","2024-01-18","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1646","912","2024-02-09","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1222","913","2023-07-31","10","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1681","914","2023-07-21","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1667","915","2024-02-09","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1638","917","2024-03-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1506","918","2024-02-09","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1737","919","2024-03-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1434","921","2024-02-01","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1680","922","2023-12-22","10","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1683","923","2024-02-01","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1543","924","2023-10-18","10","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1366","925","2023-10-11","10","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1748","926","2023-06-19","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1354","927","2023-10-11","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1727","928","2023-10-11","10","45,900.00 ","0","0","0","0","0","0","45,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1496","929","2023-10-11","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1746","931","2023-11-07","10","56,700.00 ","0","0","0","0","0","0","56,700.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1796","932","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1783","933","2023-11-07","10","1,50,000.00 ","0","0","0","0","0","0","1,50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2174","934","2023-07-11","10","48,000.00 ","0","0","0","0","0","0","48,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1734","935","2023-11-07","10","1,72,500.00 ","0","0","0","0","0","0","1,72,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1788","937","2023-11-07","10","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1808","938","2023-11-07","10","56,500.00 ","0","0","0","0","0","0","56,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1807","939","2023-11-07","10","56,500.00 ","0","0","0","0","0","0","56,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1810","940","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1711","941","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1809","944","2023-11-07","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1779","945","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1705","946","2023-11-07","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","11","2,001","2023-12-08","11","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","84","2,002","2015-03-16","11","1,49,500.00 ","0","0","0","0","0","0","1,49,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1974","2,005","2023-07-21","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2511","2,006","2023-10-11","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
