"ProductDescription","AdmissionNo","LoanNo","TransactionDate","LedgerFolioNo","DisbursementAmount","OtherChargesDebitAmount","CollectedPrincipal","CollectedInterest","CollectedPenalInterest","CollectedIOD","CollectedOthers","BalancePrincipal","BalanceInterest","BalancePenalInterest","BalanceIOD","Charges","BranchId","PacsId"
"Normal KCC","2255","2,007","2023-05-31","11","1,77,000.00 ","0","0","0","0","0","0","1,77,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","200","2,009","2023-05-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","101","2,010","2024-03-30","11","1,92,000.00 ","0","0","0","0","0","0","1,92,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","15","2,011","2023-11-07","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","99","2,012","2023-04-13","11","1,74,000.00 ","0","0","0","0","0","0","1,74,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","42","2,013","2024-03-30","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","150","2,014","2023-04-28","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","213","2,016","2023-06-19","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","214","2,017","2023-05-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","152","2,018","2024-02-22","11","1,90,000.00 ","0","0","0","0","0","0","1,90,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","243","2,019","2023-05-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","244","2,020","2023-05-31","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2076","2,021","2024-01-18","11","1,28,000.00 ","0","0","0","0","0","0","1,28,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","315","2,022","2023-08-19","11","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","103","2,024","2024-03-30","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","128","2,025","2023-04-13","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","193","2,026","2024-03-16","11","63,000.00 ","0","0","0","0","0","0","63,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","45","2,027","2023-07-03","11","1,72,500.00 ","0","0","0","0","0","0","1,72,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","21","2,028","2023-06-13","11","79,000.00 ","0","0","0","0","0","0","79,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2300","2,029","2023-11-27","11","1,39,500.00 ","0","0","0","0","0","0","1,39,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","163","2,030","2024-02-16","11","73,000.00 ","0","0","0","0","0","0","73,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2","2,031","2024-03-22","11","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","108","2,032","2023-06-23","11","1,09,000.00 ","0","0","0","0","0","0","1,09,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1738","2,033","2024-01-18","11","1,83,000.00 ","0","0","0","0","0","0","1,83,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","219","2,034","2023-09-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2515","2,035","2023-10-11","11","93,000.00 ","0","0","0","0","0","0","93,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","255","2,036","2023-07-31","11","79,000.00 ","0","0","0","0","0","0","79,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","324","2,037","2023-09-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","321","2,039","2023-06-19","11","95,000.00 ","0","0","0","0","0","0","95,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","326","2,040","2023-09-15","11","1,94,000.00 ","0","0","0","0","0","0","1,94,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","89","2,041","2024-01-18","11","1,43,000.00 ","0","0","0","0","0","0","1,43,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1851","2,042","2023-04-28","11","1,21,900.00 ","0","0","0","0","0","0","1,21,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","265","2,043","2023-09-15","11","1,59,500.00 ","0","0","0","0","0","0","1,59,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","179","2,044","2024-02-16","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","176","2,047","2023-04-13","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","140","2,049","2024-01-18","11","1,35,000.00 ","0","0","0","0","0","0","1,35,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","894","2,053","2024-03-30","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","28","2,055","2019-05-04","11","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","35","2,056","2024-03-30","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","252","2,057","2024-02-01","11","78,500.00 ","0","0","0","0","0","0","78,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","346","2,058","2024-03-16","11","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","355","2,060","2024-03-16","11","77,500.00 ","0","0","0","0","0","0","77,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","348","2,061","2023-06-19","11","1,72,000.00 ","0","0","0","0","0","0","1,72,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","350","2,062","2023-08-19","11","1,89,500.00 ","0","0","0","0","0","0","1,89,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","340","2,063","2023-06-13","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","155","2,064","2023-04-28","11","1,28,000.00 ","0","0","0","0","0","0","1,28,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","481","2,066","2023-06-13","11","93,000.00 ","0","0","0","0","0","0","93,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2388","2,067","2024-03-22","11","1,06,900.00 ","0","0","0","0","0","0","1,06,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","565","2,068","2024-03-07","11","1,03,500.00 ","0","0","0","0","0","0","1,03,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","489","2,073","2024-03-16","11","93,000.00 ","0","0","0","0","0","0","93,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","599","2,075","2023-05-15","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","482","2,077","2023-05-31","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","641","2,081","2024-03-22","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","686","2,082","2023-04-13","11","57,000.00 ","0","0","0","0","0","0","57,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","670","2,084","2024-03-07","11","1,75,000.00 ","0","0","0","0","0","0","1,75,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","483","2,085","2019-02-08","11","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","738","2,086","2023-12-22","11","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","645","2,087","2023-04-13","11","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","713","2,089","2024-03-22","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","714","2,090","2024-02-01","11","90,000.00 ","0","0","0","0","0","0","90,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","716","2,092","2023-12-08","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","672","2,095","2024-03-16","11","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","673","2,096","2024-03-30","12","1,07,500.00 ","0","0","0","0","0","0","1,07,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","612","2,097","2023-05-31","12","1,06,000.00 ","0","0","0","0","0","0","1,06,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","14","2,098","2024-02-01","12","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","842","2,099","2023-04-13","12","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","785","2,100","2024-03-22","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","734","2,101","2024-02-09","12","81,000.00 ","0","0","0","0","0","0","81,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","809","2,102","2023-05-31","12","63,500.00 ","0","0","0","0","0","0","63,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","845","2,106","2024-02-01","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","849","2,111","2023-09-15","12","64,000.00 ","0","0","0","0","0","0","64,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","141","2,112","2023-07-31","12","1,20,000.00 ","0","0","0","0","0","0","1,20,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","102","2,114","2023-04-13","12","1,41,000.00 ","0","0","0","0","0","0","1,41,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","305","2,117","2023-06-19","12","1,33,000.00 ","0","0","0","0","0","0","1,33,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1405","2,119","2024-01-18","12","1,43,500.00 ","0","0","0","0","0","0","1,43,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","234","2,121","2024-03-07","12","1,85,000.00 ","0","0","0","0","0","0","1,85,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","235","2,122","2023-12-08","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","194","2,124","2023-06-19","12","78,000.00 ","0","0","0","0","0","0","78,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2458","2,125","2024-03-16","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","399","2,126","2023-09-15","12","1,10,000.00 ","0","0","0","0","0","0","1,10,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","400","2,127","2023-09-15","12","1,30,000.00 ","0","0","0","0","0","0","1,30,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","331","2,128","2024-02-01","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","363","2,129","2023-06-19","12","1,37,000.00 ","0","0","0","0","0","0","1,37,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","380","2,130","2023-07-21","12","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","446","2,131","2024-02-16","12","81,500.00 ","0","0","0","0","0","0","81,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2259","2,133","2023-11-07","12","55,000.00 ","0","0","0","0","0","0","55,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","878","2,137","2024-03-07","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","879","2,138","2023-10-11","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","634","2,140","2023-07-21","12","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","312","2,142","2023-06-23","12","1,24,000.00 ","0","0","0","0","0","0","1,24,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","890","2,143","2023-07-03","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","921","2,144","2023-04-13","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2311","2,145","2023-04-28","12","1,81,000.00 ","0","0","0","0","0","0","1,81,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","945","2,147","2023-11-07","12","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1133","2,148","2023-11-27","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1117","2,152","2024-01-18","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","881","2,153","2023-10-11","12","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","197","2,155","2023-05-31","12","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","189","2,156","2023-08-19","12","55,500.00 ","0","0","0","0","0","0","55,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","334","2,157","2024-03-07","12","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","460","2,158","2024-03-22","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","425","2,159","2023-07-03","12","77,000.00 ","0","0","0","0","0","0","77,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","427","2,160","2023-04-13","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","333","2,161","2024-01-18","12","1,42,500.00 ","0","0","0","0","0","0","1,42,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","134","2,163","2024-02-01","12","91,500.00 ","0","0","0","0","0","0","91,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","539","2,164","2023-11-27","12","82,000.00 ","0","0","0","0","0","0","82,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","535","2,165","2024-02-16","12","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","584","2,166","2023-09-15","12","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","701","2,167","2024-03-16","12","1,60,000.00 ","0","0","0","0","0","0","1,60,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","744","2,168","2024-02-01","12","90,000.00 ","0","0","0","0","0","0","90,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","748","2,170","2023-04-28","12","63,500.00 ","0","0","0","0","0","0","63,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","790","2,171","2023-12-08","12","73,000.00 ","0","0","0","0","0","0","73,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","797","2,173","2024-02-16","12","73,000.00 ","0","0","0","0","0","0","73,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","88","2,174","2019-08-05","12","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","154","2,175","2023-12-22","12","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","639","2,176","2023-07-11","12","1,64,000.00 ","0","0","0","0","0","0","1,64,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","906","2,177","2023-09-15","12","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","897","2,179","2023-07-31","12","1,50,000.00 ","0","0","0","0","0","0","1,50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1029","2,181","2023-05-15","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","902","2,182","2023-05-15","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1018","2,185","2023-05-15","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1005","2,186","2023-08-19","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1055","2,187","2023-11-27","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1103","2,188","2023-06-19","12","79,000.00 ","0","0","0","0","0","0","79,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1301","2,189","2023-12-22","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1330","2,190","2024-03-30","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1358","2,191","2023-04-28","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1322","2,193","2024-03-30","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1324","2,194","2023-07-11","12","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1297","2,195","2023-08-19","12","2,00,000.00 ","0","0","0","0","0","0","2,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1548","2,197","2023-09-15","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1412","2,198","2023-04-13","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1517","2,199","2023-06-19","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1554","2,200","2023-10-11","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1781","2,202","2023-11-27","10","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1735","2,203","2023-11-07","10","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","148","3,001","2023-04-28","13","20,000.00 ","0","0","0","0","0","0","20,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","48","3,003","2023-04-28","13","47,400.00 ","0","0","0","0","0","0","47,400.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1984","3,004","2023-07-31","13","1,04,500.00 ","0","0","0","0","0","0","1,04,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","245","3,005","2023-08-19","13","1,07,000.00 ","0","0","0","0","0","0","1,07,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","277","3,006","2024-02-01","13","81,500.00 ","0","0","0","0","0","0","81,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","279","3,007","2023-04-13","13","81,500.00 ","0","0","0","0","0","0","81,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","153","3,009","2024-01-18","13","59,000.00 ","0","0","0","0","0","0","59,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1718","3,011","2023-08-19","13","77,000.00 ","0","0","0","0","0","0","77,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","282","3,012","2023-06-13","13","79,500.00 ","0","0","0","0","0","0","79,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2457","3,014","2024-02-22","13","46,000.00 ","0","0","0","0","0","0","46,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","283","3,015","2023-07-31","13","60,500.00 ","0","0","0","0","0","0","60,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1698","3,016","2024-02-09","13","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","591","3,017","2023-11-07","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","536","3,018","2023-04-13","13","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","513","3,019","2024-03-16","13","36,000.00 ","0","0","0","0","0","0","36,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","116","3,020","2024-02-09","13","79,000.00 ","0","0","0","0","0","0","79,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","523","3,021","2023-06-13","13","64,000.00 ","0","0","0","0","0","0","64,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","524","3,022","2023-04-13","13","1,20,000.00 ","0","0","0","0","0","0","1,20,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","522","3,023","2024-02-16","13","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","501","3,024","2024-02-01","13","64,000.00 ","0","0","0","0","0","0","64,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2010","3,025","2023-06-13","13","79,000.00 ","0","0","0","0","0","0","79,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","494","3,030","2023-06-23","13","36,000.00 ","0","0","0","0","0","0","36,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2261","3,032","2023-06-19","13","43,000.00 ","0","0","0","0","0","0","43,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","697","3,033","2024-03-22","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","653","3,035","2024-01-18","13","1,08,000.00 ","0","0","0","0","0","0","1,08,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1785","3,036","2023-06-13","13","1,10,000.00 ","0","0","0","0","0","0","1,10,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","760","3,037","2023-10-11","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","759","3,038","2023-10-11","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","758","3,041","2023-07-21","13","90,500.00 ","0","0","0","0","0","0","90,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","668","3,042","2024-01-18","13","96,500.00 ","0","0","0","0","0","0","96,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","655","3,043","2024-01-18","13","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","858","3,046","2022-03-04","13","52,600.00 ","0","0","0","0","0","0","52,600.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","860","3,047","2024-01-18","13","1,00,000.00 ","0","0","0","0","0","0","1,00,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","869","3,049","2023-09-15","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","868","3,050","2024-01-18","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","966","3,051","2023-07-11","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","968","3,052","2023-12-08","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","888","3,057","2024-03-16","13","55,000.00 ","0","0","0","0","0","0","55,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","887","3,058","2024-03-16","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","889","3,059","2024-03-16","13","55,000.00 ","0","0","0","0","0","0","55,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1021","3,062","2023-10-11","13","20,000.00 ","0","0","0","0","0","0","20,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1046","3,064","2023-10-11","13","48,600.00 ","0","0","0","0","0","0","48,600.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1262","3,067","2023-09-15","13","50,000.00 ","0","0","0","0","0","0","50,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1260","3,068","2023-12-08","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1269","3,069","2024-02-09","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1268","3,070","2024-02-09","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1267","3,073","2024-01-18","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1266","3,074","2024-01-18","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1265","3,075","2024-02-09","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","956","3,076","2022-02-08","13","52,900.00 ","0","0","0","0","0","0","52,900.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1697","3,080","2024-01-18","13","34,000.00 ","0","0","0","0","0","0","34,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1185","3,081","2023-07-21","13","24,000.00 ","0","0","0","0","0","0","24,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","2256","3,082","2023-06-19","13","23,000.00 ","0","0","0","0","0","0","23,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1290","3,083","2023-08-19","13","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1291","3,084","2023-08-19","13","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1298","3,086","2024-02-01","13","53,000.00 ","0","0","0","0","0","0","53,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1369","3,091","2023-10-11","13","45,500.00 ","0","0","0","0","0","0","45,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1288","3,092","2023-06-23","13","46,000.00 ","0","0","0","0","0","0","46,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1287","3,093","2023-06-23","13","46,000.00 ","0","0","0","0","0","0","46,000.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1281","3,094","2023-10-11","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
"Normal KCC","1282","3,095","2023-10-11","13","57,500.00 ","0","0","0","0","0","0","57,500.00 ","0","0",,"0",,"91150108064001"
